CountryRegionName;EDAD;Gender;MaritalStatus;NumberCarsOwned;TotalChildren;BikeBuyer;AvgMonthSpend;
United States;48;M;M;2;2;1;61.87;
Australia;30;F;M;2;0;0;51.45;
Australia;40;M;M;2;1;1;57.07;
United States;49;F;M;1;2;1;48.45;
Canada;50;F;M;2;2;1;48.44;
Canada;41;M;S;0;0;1;50.2;
United States;37;M;S;2;0;1;54.02;
United States;29;M;S;0;0;1;46.37;
Germany;77;M;M;0;3;1;49.08;
Canada;43;M;M;1;2;0;52.58;
United States;39;F;M;1;1;0;47.29;
Canada;67;M;M;1;3;0;48.42;
United States;40;M;S;3;0;1;56.8;
Germany;32;M;S;1;0;0;46.56;
Canada;24;M;M;0;0;0;47.32;
United States;42;M;M;3;2;1;57.59;
United States;55;M;S;3;0;1;57.67;
France;68;F;S;2;1;0;55.22;
Australia;41;M;M;3;2;1;57.34;
United States;40;F;S;2;0;0;55.32;
United States;41;M;S;2;0;1;56.57;
Australia;49;M;M;2;1;1;51.27;
United States;42;M;S;2;0;1;57.69;
United States;46;M;M;1;1;1;55.02;
United States;38;F;S;1;0;0;49.28;
United Kingdom;31;M;S;1;0;1;50.81;
France;41;F;S;1;0;0;46.33;
United States;39;M;S;1;0;1;55.1;
France;59;M;M;0;2;0;48.6;
Canada;35;F;S;2;0;1;56.39;
United States;34;M;M;0;2;0;46.87;
United States;27;M;S;1;0;0;48.01;
United States;29;F;S;0;0;1;50.11;
France;43;F;M;1;2;1;53.03;
United States;59;F;M;2;2;1;56.24;
Canada;34;F;S;2;0;0;51.7;
United States;50;F;M;2;2;1;48.57;
United Kingdom;46;M;M;1;1;1;52.62;
Australia;39;M;M;0;2;0;51.73;
United Kingdom;36;M;S;1;0;0;53.43;
United Kingdom;43;M;S;1;0;0;55.81;
Australia;36;F;S;0;0;1;54.92;
United States;39;M;M;2;2;1;52.23;
Australia;49;M;M;2;2;1;59.69;
United States;45;M;M;1;1;0;52.79;
Canada;62;M;M;3;2;1;55.29;
United Kingdom;35;M;S;0;0;0;49.4;
United States;56;M;M;2;2;1;56.8;
United States;34;M;M;0;1;1;50.49;
United States;28;F;S;2;0;1;51.01;
France;59;M;M;1;2;1;52.64;
United States;52;M;S;1;0;0;55.93;
United States;26;F;S;0;0;0;49.78;
France;49;F;M;0;2;0;46.14;
Australia;30;M;S;0;0;1;55.68;
United States;47;F;M;0;2;0;45.16;
United States;39;M;S;1;0;1;52.64;
United States;35;F;S;1;0;0;50.54;
United States;34;M;S;1;0;0;49.39;
France;51;F;S;2;0;1;54.58;
United States;39;M;M;0;2;1;53.76;
Canada;34;M;M;1;1;1;51.93;
Canada;37;M;S;0;0;0;46.04;
Australia;52;M;S;1;0;0;47.76;
Canada;40;F;S;3;0;1;56.55;
Australia;28;F;M;2;0;0;48.78;
United States;45;M;M;1;2;1;53.52;
United States;29;F;M;2;0;1;49.81;
United States;61;F;M;2;2;1;50.03;
Australia;32;F;M;1;1;1;50.92;
United States;43;F;M;1;1;1;53.9;
United States;44;M;S;2;0;1;56.77;
United States;33;F;S;2;0;1;50.45;
United States;59;M;M;1;2;1;46.94;
Australia;47;M;S;1;0;0;49.33;
United States;34;F;S;2;0;0;55.37;
United States;31;F;M;2;0;1;50.79;
United States;44;M;M;1;2;1;51.03;
Australia;31;F;M;0;0;0;47.77;
Australia;29;F;S;1;0;0;51.23;
Australia;47;M;M;2;2;0;54.78;
France;38;F;M;3;1;0;51.46;
Australia;25;M;S;2;0;1;52.12;
Canada;30;F;S;1;0;0;51.25;
United States;26;M;M;0;0;1;50.22;
United Kingdom;45;F;M;3;2;1;51.66;
Australia;35;F;S;0;0;0;50.41;
United Kingdom;53;M;M;2;2;1;56.25;
United Kingdom;48;F;S;2;0;0;51.85;
Canada;61;F;M;3;3;1;52.33;
United Kingdom;67;M;M;1;3;1;52.93;
United States;39;M;S;0;0;1;61.93;
United States;56;F;S;1;0;0;50.98;
United States;24;F;M;1;0;0;47.38;
Germany;58;M;M;3;2;1;53.69;
United States;31;F;M;3;0;0;51.53;
Canada;43;M;M;2;1;0;52.71;
United States;29;F;S;0;0;1;53.53;
Australia;58;M;M;0;2;1;53.71;
France;42;M;S;1;0;0;48.13;
United States;50;F;M;1;2;0;46.82;
United States;40;M;S;2;0;1;59.45;
United Kingdom;30;F;M;2;0;1;48.31;
United States;45;M;M;0;2;1;55.74;
Australia;27;F;M;0;0;1;48.56;
United States;42;M;S;1;0;0;56.07;
France;60;M;S;1;1;0;53.08;
France;34;M;S;3;0;1;54.29;
United States;62;M;M;2;2;1;51.98;
Australia;34;M;S;0;0;1;46.36;
Canada;38;F;M;2;1;1;49.55;
United States;45;M;S;1;0;0;54.03;
Australia;35;M;S;1;0;1;55.64;
Australia;30;F;S;1;0;0;49.54;
United States;34;F;M;0;1;1;48.98;
United States;50;M;M;0;2;1;61.5;
United States;42;F;M;2;2;1;53.98;
United States;65;F;M;2;3;1;53.1;
United Kingdom;36;F;S;1;0;0;54.44;
Germany;25;F;S;2;0;0;54.56;
United Kingdom;32;F;M;1;1;0;47.49;
United States;52;F;S;1;0;0;50.22;
Australia;50;M;S;2;0;1;53.32;
Australia;27;M;S;0;0;1;48.5;
Australia;56;M;M;1;2;0;56;
Canada;40;M;M;0;2;0;54.24;
United Kingdom;26;M;M;2;0;0;47.99;
United States;48;F;M;1;2;0;49.41;
United States;35;M;M;0;1;0;48.43;
United States;38;F;M;2;1;1;49.97;
Australia;48;M;M;0;1;0;51.99;
United States;55;M;S;1;0;1;59.33;
Australia;37;M;S;2;0;1;51.89;
Germany;53;M;S;2;0;0;51.3;
United States;54;F;M;0;2;1;50.37;
United States;59;F;M;1;2;0;46.06;
France;49;F;M;2;2;1;50.93;
Germany;31;M;S;0;0;0;47.24;
Germany;38;F;M;1;1;1;49.21;
Canada;26;M;M;2;0;0;49;
United States;48;F;M;3;2;1;53.15;
Australia;45;M;M;3;2;1;57.77;
United States;62;M;M;1;2;0;48.28;
United States;36;M;M;2;2;1;51.47;
United States;35;F;M;1;1;1;50.92;
United Kingdom;28;F;S;3;0;1;52.9;
United States;50;M;S;1;0;0;53.69;
United States;48;M;M;2;2;0;50.37;
Australia;42;F;S;1;0;0;50.43;
Australia;52;M;S;1;0;0;52.01;
United States;33;M;M;1;1;1;51.02;
United States;43;M;M;0;1;1;53.4;
Germany;40;M;S;1;0;1;55.94;
Australia;48;M;M;1;2;0;48.6;
United States;47;M;M;3;2;0;51.16;
Canada;27;F;S;0;0;0;45.87;
Germany;39;M;M;1;1;0;47.88;
United States;48;F;S;0;0;1;50.63;
United States;40;M;M;1;1;1;60.53;
Australia;32;F;S;0;0;1;48.7;
United States;55;M;M;1;2;1;49.33;
United Kingdom;45;M;M;2;2;1;63.98;
United Kingdom;32;F;M;1;1;1;50.56;
United Kingdom;31;M;M;1;0;0;49.9;
Canada;62;M;M;1;2;1;49.47;
United States;49;F;S;0;0;0;49.73;
Australia;32;M;S;2;0;1;50.45;
Germany;32;F;S;0;0;1;46.65;
France;51;F;M;0;2;1;51.84;
Australia;50;M;S;0;0;0;55.1;
Germany;27;F;S;2;0;0;53.52;
Australia;44;F;M;1;1;1;49.3;
Australia;53;M;M;1;2;0;54.13;
Germany;36;M;M;1;1;0;51.28;
United Kingdom;57;M;S;1;1;0;53.06;
Germany;31;F;S;0;0;0;48.13;
United States;45;F;S;1;0;0;52.85;
United States;47;M;S;1;0;0;58.72;
United States;41;F;S;2;0;1;49.11;
United Kingdom;48;F;M;3;2;1;52.08;
United Kingdom;46;F;M;1;2;1;54.09;
United States;47;F;S;3;0;1;49.59;
Australia;56;M;S;1;0;0;56.6;
United States;70;M;M;0;2;1;50.61;
Australia;48;M;M;1;2;1;53.15;
Canada;51;M;S;3;0;1;54.36;
Canada;35;F;S;3;0;0;54.39;
United States;61;F;M;2;2;0;49.19;
Australia;51;M;M;1;2;1;51.51;
United States;65;M;M;2;2;0;51.21;
France;34;F;S;1;0;0;47.9;
Australia;38;F;S;1;0;0;47.88;
Australia;56;F;M;0;2;1;49.59;
Australia;45;M;M;0;1;0;48.65;
United States;34;M;M;2;2;1;50.15;
Canada;53;M;M;1;2;0;48.24;
France;45;M;M;1;1;0;51.19;
Australia;42;M;S;1;0;1;51.89;
United Kingdom;39;F;M;0;1;0;45.98;
Canada;37;M;S;2;0;1;49.53;
United States;33;M;M;1;2;0;48.95;
United States;40;M;M;2;2;1;51.55;
United States;47;F;M;2;1;1;51.83;
Australia;34;F;M;2;2;1;53.04;
Australia;44;M;M;0;1;1;57.66;
Australia;42;M;M;3;2;1;54.64;
United States;27;F;S;1;0;0;53.63;
Canada;27;M;S;2;0;1;51.6;
France;40;F;S;0;0;1;52.18;
United States;44;M;M;1;2;1;61.62;
Australia;57;F;M;3;2;1;54.29;
United States;30;F;S;3;0;1;55.51;
United Kingdom;35;F;M;2;2;1;55.08;
United Kingdom;58;F;M;1;2;1;48.32;
United States;46;F;M;2;1;1;49.31;
United States;26;F;S;0;0;0;46.74;
United States;46;M;S;3;0;1;61.47;
Germany;30;M;M;1;0;0;45.67;
United States;48;F;S;1;0;0;52.98;
United States;29;M;S;0;0;0;52.34;
United Kingdom;57;M;M;0;2;1;45.98;
United States;51;M;M;1;2;1;51.62;
United Kingdom;30;M;S;0;0;0;48.41;
United States;60;F;S;2;1;1;52.37;
France;60;M;M;2;2;1;51.24;
United States;62;M;S;1;1;0;55.21;
United States;27;M;M;1;0;0;48.27;
United States;46;M;M;2;0;0;57.83;
United States;56;F;M;1;2;1;49.8;
United States;50;F;S;0;0;1;49.79;
United Kingdom;61;M;S;3;1;0;54.44;
United States;32;F;S;2;0;0;51.17;
United Kingdom;29;M;M;2;0;0;48.51;
United States;24;F;S;1;0;0;51.97;
Australia;38;M;M;0;1;1;50.8;
United States;41;F;S;2;0;0;53.6;
United States;46;M;S;1;0;1;60.18;
United States;43;M;M;0;1;1;54.87;
France;37;M;S;3;0;0;51.37;
France;45;F;S;0;0;0;46.34;
Canada;25;M;S;1;0;0;52.27;
Australia;48;M;S;1;0;1;57.43;
France;35;F;M;2;1;1;50.9;
France;37;F;S;1;0;0;49.44;
Australia;27;M;S;1;0;0;48.14;
United States;29;M;M;3;0;0;50.34;
Australia;54;M;M;1;2;0;48.89;
United States;39;M;M;2;2;0;52.42;
United States;29;F;S;1;0;0;51.2;
United States;56;M;M;1;2;0;55.56;
Australia;34;F;M;1;2;1;48.71;
United States;26;F;M;2;0;1;49.38;
United States;46;F;S;0;0;0;55.3;
Germany;38;F;S;1;0;0;52.67;
United States;68;F;M;3;2;1;56.14;
United States;55;F;M;1;2;0;49.56;
United States;39;M;M;2;2;1;61.39;
United States;57;M;M;3;2;1;49.97;
France;57;F;S;0;1;0;49.82;
United States;37;F;S;1;0;0;53.68;
Australia;60;M;S;2;1;1;53.55;
United States;40;F;S;2;0;0;49.81;
United States;51;M;S;2;0;1;62.35;
United States;38;F;S;3;0;1;51.52;
United States;25;F;S;3;0;1;53.38;
United States;44;F;M;1;2;0;46.29;
France;49;M;M;0;2;0;52.44;
Germany;38;F;S;0;0;0;48.55;
United States;61;M;S;0;1;1;54.07;
United Kingdom;58;F;M;2;2;1;51.78;
France;51;F;M;3;2;1;51.76;
Australia;37;F;M;0;1;0;48.86;
Australia;31;F;M;1;0;0;46.37;
United States;40;F;M;1;1;0;48.77;
United States;64;M;S;2;1;0;52.99;
United States;57;M;S;2;1;1;53.85;
Germany;46;M;S;3;0;1;59.53;
Australia;30;M;S;0;0;1;50.95;
United States;39;F;S;2;0;0;54.62;
France;44;F;M;2;2;1;51.79;
United States;72;F;S;2;1;0;55.4;
United States;55;M;M;0;2;1;53.34;
United States;45;M;S;2;0;1;59.54;
United States;63;M;S;1;1;0;51.06;
Australia;66;M;M;1;2;0;51.39;
United States;48;F;M;0;2;1;45.36;
United States;47;M;M;2;2;1;55.52;
United States;28;M;S;0;0;1;47.32;
Australia;38;M;S;0;0;1;61.79;
Australia;28;F;M;2;0;0;49.69;
Canada;38;M;S;1;0;0;60.58;
Australia;49;M;M;0;2;0;50.23;
United States;48;M;M;2;2;1;53.24;
Australia;26;M;S;2;0;0;55.63;
United Kingdom;57;M;S;2;1;1;48.28;
Canada;48;F;S;1;0;0;44.71;
United Kingdom;52;F;M;0;2;0;46.87;
United States;36;M;S;0;0;0;50.11;
Australia;37;F;M;2;1;1;56.11;
Germany;45;M;M;1;1;1;54.68;
United States;77;M;S;1;1;1;53.25;
United States;26;F;M;1;0;1;47.77;
United States;43;F;M;1;2;0;48.75;
Germany;45;M;S;2;0;1;48.26;
United Kingdom;60;F;M;1;2;0;50.11;
United States;46;F;M;3;2;1;51.22;
Australia;57;M;M;2;2;1;50.84;
Canada;41;M;S;1;0;0;57.11;
United Kingdom;43;F;M;2;2;1;56.03;
United Kingdom;71;M;M;1;3;0;45.91;
Canada;39;M;M;2;2;1;59.06;
United States;45;F;S;2;0;1;56.86;
Australia;25;F;S;0;0;1;50.31;
United States;44;F;M;0;2;0;49.02;
Australia;46;F;S;1;0;0;50.43;
United Kingdom;50;M;M;0;1;1;55.48;
United States;48;F;M;1;2;1;52.75;
France;28;F;S;2;0;0;53.95;
Australia;53;F;M;2;2;0;48.52;
Canada;35;F;M;0;1;1;50.06;
Germany;33;F;S;0;0;1;50.55;
United Kingdom;38;F;S;1;0;0;52.09;
United Kingdom;64;M;M;2;2;1;50.67;
United States;35;M;M;1;1;0;51.51;
Canada;42;F;S;3;0;0;51.86;
United States;35;M;M;1;2;1;46.88;
Australia;51;M;M;2;2;1;57.66;
United States;46;M;S;2;0;1;54.13;
United States;35;F;S;1;0;0;56.58;
United States;44;M;M;1;2;1;50.85;
Australia;46;F;M;2;2;0;52.14;
United Kingdom;28;M;M;1;0;0;46.89;
United States;39;F;S;2;0;0;47.94;
France;71;F;S;2;1;1;49.55;
Germany;30;F;S;0;0;0;49.59;
Australia;55;M;S;3;0;1;57.69;
United Kingdom;36;F;M;3;2;1;51.07;
United Kingdom;32;F;S;0;0;0;54.34;
United Kingdom;62;F;M;0;2;0;45.65;
Australia;39;M;S;0;0;1;52.23;
Canada;49;F;S;3;0;0;55.54;
United Kingdom;32;F;S;2;0;1;52.68;
United States;35;M;M;2;2;1;49.26;
United States;48;M;S;2;0;1;61.95;
Australia;58;F;M;0;2;1;48.8;
United States;50;F;S;1;0;0;48.28;
United Kingdom;60;M;M;0;2;1;50.65;
Canada;46;F;M;3;1;1;51.83;
Canada;42;M;M;1;2;1;56.07;
France;56;M;M;1;2;1;49.77;
Canada;54;F;M;0;2;0;49.92;
United States;67;F;S;1;1;0;55.63;
Australia;35;M;M;2;0;1;51.79;
Australia;25;F;M;2;0;1;50.67;
France;42;F;M;3;2;1;54.14;
United Kingdom;33;F;S;1;0;0;47.51;
France;38;F;M;2;1;0;50.55;
Germany;37;F;S;2;0;0;52.2;
France;37;M;S;1;0;0;52.11;
Germany;44;M;S;1;0;0;55.24;
United States;33;M;M;2;2;1;55.76;
Australia;37;F;S;2;0;0;52.27;
United States;50;M;S;2;0;1;57.28;
United Kingdom;33;F;S;1;0;0;48.14;
Australia;33;F;M;3;1;1;53.8;
France;38;M;M;0;2;0;49.88;
Canada;27;F;S;1;0;0;52.65;
United States;36;M;M;0;1;1;47.35;
United States;53;M;M;1;2;1;49.63;
United States;61;F;M;3;3;1;51.52;
Canada;31;M;S;1;0;0;54.69;
United States;49;M;M;1;2;1;54.83;
United States;52;M;S;0;0;0;53.34;
Germany;32;M;S;1;0;0;50.87;
United States;33;M;M;2;2;1;48.62;
United States;64;M;S;0;1;1;56.08;
United Kingdom;36;M;S;1;0;0;47.99;
United Kingdom;59;M;M;1;2;1;49.66;
France;38;M;M;3;1;1;57.59;
United States;46;F;S;0;0;0;53.32;
France;27;M;S;1;0;0;52.91;
United Kingdom;40;F;S;2;0;0;52.69;
United States;65;M;S;3;1;1;51.14;
Australia;44;F;M;1;2;0;47.46;
Canada;37;F;S;0;0;0;50.68;
United States;31;F;M;1;0;1;50.02;
United States;31;F;M;2;0;0;50.18;
United Kingdom;52;F;S;1;0;0;51.89;
Canada;49;M;M;0;2;1;61.09;
United States;39;M;M;2;0;1;52.2;
United Kingdom;28;F;M;1;0;1;48.53;
Germany;33;M;S;1;0;0;49.44;
United States;34;F;M;2;1;1;49.93;
United States;27;M;S;2;0;1;53.97;
United States;34;F;M;1;2;1;54.53;
United States;43;F;M;1;1;0;48.43;
United States;52;M;M;3;2;1;50.89;
United States;43;M;S;1;0;0;54.72;
Australia;41;M;S;2;0;1;61;
United Kingdom;54;M;M;3;2;0;57.86;
United States;72;F;M;2;3;1;55.18;
United States;30;M;M;2;0;1;48.61;
United Kingdom;27;F;S;0;0;1;51.2;
Australia;35;M;M;1;1;0;50.56;
Australia;66;M;M;1;2;1;50.92;
United States;41;F;M;2;2;1;52.91;
Australia;46;M;M;1;2;0;61.85;
United States;26;M;M;2;0;1;49.76;
United States;32;M;S;0;0;0;49.16;
Germany;59;M;M;1;2;0;46.8;
United States;48;F;M;1;2;1;48.25;
Australia;51;M;M;1;2;1;61.97;
United States;34;F;M;3;0;1;52.19;
Australia;35;F;M;0;1;1;49;
United States;46;F;M;1;2;1;48.13;
United States;41;F;M;2;0;1;52.34;
Canada;36;M;M;2;1;1;48.83;
United Kingdom;40;F;M;3;0;1;51.73;
Canada;63;M;M;0;2;1;49.22;
United States;29;F;M;1;0;0;48.43;
France;30;M;M;0;0;0;46.05;
Germany;46;F;M;1;2;1;51.41;
United States;39;F;S;2;0;0;55.42;
United States;47;F;M;1;1;0;47.48;
United States;32;M;S;2;0;0;55.51;
United States;37;F;S;2;0;1;50.3;
United States;48;M;S;1;0;1;55.39;
Germany;49;F;S;2;0;0;49.07;
France;40;F;S;1;0;0;53.89;
United States;31;F;M;1;0;0;50.37;
Australia;61;M;M;2;2;0;50.8;
Canada;42;M;S;0;0;1;53.96;
France;35;F;S;2;0;1;50.79;
United States;64;F;S;1;1;0;55.46;
United States;37;F;M;0;1;1;49.12;
Australia;41;F;S;0;0;1;50.81;
United Kingdom;42;M;M;1;2;1;52.65;
United States;62;M;S;1;1;0;52.74;
United Kingdom;40;F;S;0;0;1;48.03;
United States;29;F;S;0;0;0;52.42;
Canada;52;F;M;1;2;1;49.23;
United States;61;M;M;1;3;1;48.17;
United States;36;F;S;1;0;0;55.44;
France;33;M;S;1;0;0;52;
United States;61;M;M;1;2;0;51.88;
United States;44;M;M;1;2;1;57.64;
United States;44;F;M;2;2;1;52.07;
United Kingdom;36;M;S;2;0;1;56.06;
United States;44;F;M;0;2;1;48.31;
Australia;57;F;M;1;2;1;48.7;
Canada;41;F;M;2;0;1;52.58;
Canada;26;M;S;2;0;0;49.2;
Australia;40;F;S;0;0;0;54.54;
Australia;59;M;M;1;2;0;45.56;
Germany;39;M;S;1;0;0;52.01;
United States;25;F;S;0;0;0;45.53;
Australia;62;F;M;1;3;0;48.86;
United States;56;M;M;2;2;1;52.26;
Canada;69;M;M;1;3;1;52.47;
United States;61;F;M;1;2;0;46.11;
Australia;29;M;S;0;0;1;50.48;
United Kingdom;33;F;S;1;0;0;52.29;
Canada;56;M;M;0;2;0;57.56;
United Kingdom;53;F;M;2;2;1;48.56;
United Kingdom;40;M;M;0;1;1;50.7;
United States;38;M;S;0;0;0;62.93;
United States;47;M;M;3;2;1;51.14;
United Kingdom;26;M;S;1;0;1;50.01;
United States;28;F;S;0;0;0;53.17;
France;56;F;M;0;2;1;52.61;
United Kingdom;38;M;S;1;0;0;57.22;
United Kingdom;45;F;M;1;2;0;50.04;
France;56;M;M;2;2;1;61.04;
United States;53;F;M;1;2;1;52.2;
Canada;40;F;M;0;2;0;48.41;
United States;34;F;S;1;0;0;51.65;
United Kingdom;50;M;M;1;2;0;52.06;
United Kingdom;34;M;S;1;0;1;53.43;
France;36;F;M;2;2;1;53.73;
United States;37;F;S;2;0;1;52.37;
United States;45;F;M;2;1;0;48.18;
United States;31;F;M;2;0;1;50.79;
United States;41;F;M;1;2;0;52.52;
Germany;35;M;S;1;0;0;45.35;
Canada;46;M;M;1;2;0;61.31;
United Kingdom;61;M;M;1;2;1;52.15;
United States;51;M;M;0;2;1;50.5;
Germany;35;F;S;0;0;1;50.68;
United States;36;M;S;0;0;1;53.34;
Australia;30;M;M;1;0;0;48.21;
United States;51;M;M;2;2;1;51.57;
Canada;44;M;M;1;2;1;57.47;
Australia;37;F;M;1;2;1;51.98;
United States;48;F;S;0;0;0;47.23;
United States;69;F;M;3;3;1;52.32;
United States;43;F;M;0;2;1;50.12;
United States;43;F;M;2;1;1;53.19;
United States;57;F;S;3;1;1;51.07;
Australia;41;F;S;1;0;0;50.77;
Australia;50;F;S;2;0;1;49.98;
United States;65;F;M;3;2;1;50.6;
France;25;M;S;1;0;1;48.55;
United States;53;M;S;1;0;0;53.42;
United States;31;F;M;2;0;1;49.67;
United States;54;M;M;3;2;0;56.07;
Australia;31;F;M;1;0;0;48.96;
United States;41;M;S;1;0;0;51.99;
United States;48;F;S;1;0;0;53.53;
France;40;F;S;1;0;0;53.13;
United States;31;M;S;2;0;0;48.3;
Australia;41;F;S;1;0;0;52.24;
United States;40;F;S;1;0;0;50.08;
United States;47;F;M;0;2;0;47.28;
United States;31;M;S;1;0;1;51.36;
United States;43;M;M;1;2;0;49.37;
United Kingdom;51;M;M;1;2;0;47.57;
Australia;26;F;S;2;0;0;52.77;
United Kingdom;62;M;M;2;2;1;49.73;
Germany;29;F;S;2;0;0;52.45;
France;31;M;M;1;0;0;45.8;
France;34;F;M;1;1;1;49.74;
Australia;27;M;M;0;0;1;48.39;
United States;49;M;S;0;0;0;53.66;
France;39;F;S;1;0;0;50.1;
United Kingdom;31;M;S;0;0;0;47.93;
Canada;61;F;M;4;2;1;52.39;
Germany;39;F;M;1;1;0;55.71;
United States;51;M;M;2;0;0;58.26;
United Kingdom;36;M;M;2;2;1;50.6;
Germany;46;F;M;3;2;1;52.47;
Germany;40;F;S;0;0;0;50.71;
United Kingdom;45;M;S;0;0;1;55.21;
United States;29;M;S;1;0;0;52.27;
United States;38;M;S;2;0;1;60.77;
United Kingdom;57;M;M;2;2;1;50.41;
United States;32;M;M;0;2;1;51.84;
United Kingdom;50;M;S;1;0;0;56.28;
United States;44;F;M;1;2;1;49.48;
United States;53;F;S;1;0;0;53.57;
Australia;35;M;M;3;2;0;51.84;
United States;31;M;S;1;0;1;49.52;
United States;45;F;M;3;2;1;51.23;
United Kingdom;25;M;S;1;0;0;53;
Germany;26;M;S;2;0;1;50.22;
United Kingdom;41;M;M;2;1;1;53.34;
United Kingdom;62;F;M;0;2;0;49.26;
United Kingdom;44;F;M;2;0;0;51.35;
France;37;F;M;2;2;1;51.33;
France;29;M;S;2;0;0;53.05;
United States;32;M;S;1;0;1;50.47;
United States;34;M;M;1;2;1;54.28;
United States;28;M;S;0;0;0;48.59;
United States;35;M;M;2;2;0;50.95;
Australia;66;M;S;1;1;1;50.85;
Canada;52;M;M;1;2;0;53.94;
United States;45;M;S;2;0;1;58.38;
France;47;M;S;2;0;1;58.41;
United States;50;F;M;1;2;0;48.04;
Germany;35;F;S;0;0;1;48.22;
Australia;29;M;S;0;0;0;53.17;
United States;40;F;S;1;0;0;53.68;
Australia;59;M;M;1;2;0;45.07;
Canada;49;F;M;1;2;1;51.67;
United States;42;F;S;0;0;1;48.91;
Germany;58;F;M;2;2;0;47.99;
Germany;46;F;S;1;0;0;50.28;
Germany;61;M;M;1;2;1;51.25;
Canada;25;M;S;1;0;0;48.89;
United States;63;F;S;1;1;0;54.41;
France;34;F;S;3;0;1;52.87;
France;52;F;M;2;2;1;50.34;
United States;39;M;M;1;2;0;54.72;
United States;59;M;M;3;2;1;53.45;
Germany;32;F;S;2;0;0;51.36;
Canada;49;M;S;1;0;0;49.27;
United Kingdom;42;F;M;1;1;1;49.75;
Canada;32;F;M;3;0;1;52.39;
United States;63;M;M;0;2;0;50.7;
France;29;F;S;1;0;1;50.42;
United States;27;M;M;0;0;0;51.13;
United States;42;M;S;2;0;1;57.32;
United States;57;F;M;2;2;1;52.03;
Germany;25;F;S;2;0;1;55.1;
Australia;38;M;M;1;1;0;53.24;
Canada;50;F;M;1;2;1;50.61;
United States;35;F;M;1;1;0;45.36;
United States;42;F;M;2;1;1;48.54;
United Kingdom;33;M;S;0;0;0;48.37;
Australia;33;F;S;2;0;1;55.7;
United States;44;F;M;1;1;1;51.12;
Australia;39;M;S;1;0;1;60.09;
United States;54;M;M;0;2;1;48.69;
United States;34;M;M;2;1;1;53.73;
United States;59;F;M;2;2;1;50.57;
United Kingdom;40;M;M;1;1;1;57.27;
United States;45;F;M;1;2;0;52.82;
United Kingdom;24;M;S;1;0;0;51.19;
Canada;26;F;S;1;0;0;48.85;
Australia;68;F;M;2;2;1;54.63;
United States;40;F;M;2;2;1;48.39;
United States;39;M;S;1;0;0;56.58;
Australia;36;M;M;2;0;1;51.39;
Germany;55;M;S;0;0;0;53.97;
United States;56;M;M;1;2;0;48.29;
United States;30;F;M;3;0;0;52.21;
United States;53;F;M;1;2;1;48.32;
United Kingdom;44;M;M;3;1;1;57.95;
France;56;M;M;0;2;1;53.39;
Australia;34;F;M;2;2;1;49.13;
United States;39;M;S;2;0;1;59.57;
Canada;37;M;S;2;0;1;50.84;
United States;49;M;M;1;2;0;55.22;
United States;31;M;S;2;0;1;52.46;
United States;40;M;M;2;2;0;55.73;
Canada;43;M;M;1;2;0;46.62;
Canada;41;F;S;1;0;0;49.6;
Germany;37;F;M;2;0;0;51.1;
United States;46;F;M;2;2;1;48.56;
United States;47;M;M;1;2;0;53.62;
United Kingdom;43;F;M;1;2;0;47.99;
United States;48;M;M;1;1;0;49.93;
Australia;35;M;M;1;2;0;49.63;
Germany;37;M;S;1;0;0;48.01;
Germany;29;F;S;2;0;1;50.68;
Australia;54;M;M;1;2;0;56.31;
Australia;33;M;M;0;2;1;49.71;
United States;41;F;M;1;1;0;48.89;
United States;31;M;M;1;0;0;48.5;
Australia;29;F;M;1;0;1;50.95;
Germany;39;M;S;1;0;0;52.32;
United States;25;F;S;1;0;0;49.14;
Canada;41;M;M;2;2;0;52.59;
United States;38;M;S;1;0;0;54.4;
United Kingdom;41;M;M;0;1;1;53.87;
Australia;57;M;M;2;2;0;48.02;
Canada;56;F;S;1;0;0;45.16;
France;36;M;M;1;2;1;53.54;
Germany;73;F;M;1;3;0;49.43;
United Kingdom;33;F;S;1;0;0;51.02;
United States;38;M;S;2;0;1;64.1;
Australia;40;M;S;2;0;1;58.88;
France;36;F;M;3;1;1;49.72;
United Kingdom;58;M;M;1;2;0;50.09;
United States;54;M;M;2;2;0;52.36;
Germany;32;M;S;1;0;0;47.9;
United States;68;M;M;1;2;0;47.02;
United States;24;M;M;0;0;0;46.24;
Canada;27;M;S;1;0;0;50.39;
United States;49;M;S;2;0;1;48.67;
United States;49;M;M;1;2;1;50.74;
Germany;60;F;S;1;1;0;50.08;
France;36;M;M;1;1;1;51.21;
United States;46;F;S;1;0;0;53.63;
France;65;M;M;2;3;1;54.2;
United States;56;F;M;3;2;1;51.71;
United States;40;M;S;2;0;0;55.39;
United States;61;M;M;3;3;1;51.78;
United States;55;M;S;1;0;1;55.05;
United Kingdom;35;F;M;0;1;0;45.42;
Australia;49;M;S;0;0;0;50.31;
United Kingdom;34;M;S;1;0;1;52.49;
United States;48;M;M;3;2;1;53.9;
United States;35;M;S;0;0;1;50.2;
Australia;28;F;S;0;0;0;49.4;
Germany;37;M;S;0;0;1;52.53;
France;44;F;M;0;2;1;47.66;
Australia;39;F;M;0;1;1;50.63;
Canada;49;F;M;1;2;1;48.29;
Australia;42;M;M;0;1;1;51.42;
United Kingdom;46;M;M;0;2;0;49.2;
United States;61;F;M;1;3;0;49.32;
